base_revision,id,product_id,sku,finish,width_mm,height_mm,thickness_mm,lifecycle,availability
1,OPTION-ef6df02ee0574d,pietra-imperiale,,Satin,1600,3200,12,unconfirmed,unknown
1,OPTION-5229ae1958394b,oro-noir,,Polished,1600,3200,12,unconfirmed,unknown
1,OPTION-67d4bd3bff3b4f,oro-noir,,Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-ec2ee07a10a220,bianco-dior,,Polished,1600,3200,12,unconfirmed,unknown
1,OPTION-ad4ffb89ec7c68,bianco-dior,,Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-f5ab5874e14f4f,sahara-noir,,Polished,1600,3200,12,unconfirmed,unknown
1,OPTION-0d8a638d9e43a7,sahara-noir,,Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-0036b480a04060,armani-noir,,Polished,1600,3200,12,unconfirmed,unknown
1,OPTION-c4011a2f09ccf7,armani-noir,,Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-04735c48caa8fb,calacatta-noir,,Polished,1600,3200,12,unconfirmed,unknown
1,OPTION-324fcfc81d14f6,calacatta-noir,,Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-9c610a1c289aaf,calacatta-noir,,Satin,1600,3200,12,unconfirmed,unknown
1,OPTION-c231f7dddfb946,nero-marquina,,Polished,1600,3200,12,unconfirmed,unknown
1,OPTION-b33fedf76c350a,nero-marquina,,Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-00ee3e6c398226,nero-marquina,,Satin,1600,3200,12,unconfirmed,unknown
1,OPTION-d37d611a1740cc,crystal-bianco,,Polished,1600,3200,12,unconfirmed,unknown
1,OPTION-d424c13deb6532,crystal-bianco,,Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-86bc8989a4047b,onyx-halo,,Polished,1600,3200,12,unconfirmed,unknown
1,OPTION-69e9b35d9a8119,onyx-halo,,Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-61f7862ebced05,travertino-classico,,Structured Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-967b49c2a0a565,travertino-classico,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-d31dc17ea3a42f,travertino-classico,,Grained,1600,3200,12,unconfirmed,unknown
1,OPTION-32fa80d2c00918,travertino-titanium,,Structured Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-f94aad4c8cabf2,travertino-titanium,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-fde9c83a8fcaaa,travertino-titanium,,Grained,1600,3200,12,unconfirmed,unknown
1,OPTION-c5681fe12085c4,serena-flint,,Structured Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-84959436ca10eb,serena-flint,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-0d3acfa20d40fd,serena-crater,,Structured Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-d485f3fcd59e90,serena-crater,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-26668b6db024b2,serena-shale,,Structured Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-73afd706fb9993,serena-shale,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-1229cb36bdaabc,lithoform-crosscut-dunes,,Structured Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-ea40bc268acb5b,lithoform-crosscut-dunes,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-caf27207f31ecf,lithoform-crosscut-dunes,,Vintage,1600,3200,12,unconfirmed,unknown
1,OPTION-cd49c147d0109b,lithoform-crosscut-coast,,Structured Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-4359afb77d62db,lithoform-crosscut-coast,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-d13d9af6e6e87f,lithoform-crosscut-coast,,Vintage,1600,3200,12,unconfirmed,unknown
1,OPTION-bd30244bffac93,lithoform-crosscut-vista,,Structured Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-d1414f7ef11a4e,lithoform-crosscut-vista,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-9416957264e524,lithoform-crosscut-vista,,Vintage,1600,3200,12,unconfirmed,unknown
1,OPTION-7f4ba17213caf4,lithoform-veincut-dunes,,Structured Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-394628612eea4b,lithoform-veincut-dunes,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-fffe220bec8d22,lithoform-veincut-coast,,Structured Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-0b1be39c50c280,lithoform-veincut-coast,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-a502a6abbb4051,lithoform-veincut-vista,,Structured Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-0b9535bfa434ee,lithoform-veincut-vista,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-1c55a16f5f8d35,ceppo-di-gre,,Structured Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-a74236449e6400,ceppo-di-gre,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-2c7eb1224d71b2,terrazzo-delicato,,Structured Honed,1600,3200,12,unconfirmed,unknown
1,OPTION-ba73ac576c7bf8,terrazzo-delicato,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-d5e0f123cd192a,publica-thunder,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-6d51412d3c5601,publica-thunder,,Patinated,1600,3200,12,unconfirmed,unknown
1,OPTION-46292e4476cd56,publica-horizon,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-13215cfdfbeaf1,publica-horizon,,Patinated,1600,3200,12,unconfirmed,unknown
1,OPTION-00ede24751966a,publica-terrain,,Organic Matte,1600,3200,12,unconfirmed,unknown
1,OPTION-04165e54595647,publica-terrain,,Patinated,1600,3200,12,unconfirmed,unknown
1,OPTION-dbb914d5873a9f,monoforma-moonlight,,Unglazed Polished,1600,3200,12,unconfirmed,unknown
1,OPTION-70fedfb37f6065,monoforma-moonlight,,Silk,1600,3200,12,unconfirmed,unknown
1,OPTION-939f6ffa4a1002,monoforma-oasis,,Unglazed Polished,1600,3200,12,unconfirmed,unknown
1,OPTION-22fcb2ec889518,monoforma-oasis,,Silk,1600,3200,12,unconfirmed,unknown
1,OPTION-b98a126d513f2d,monoforma-storm,,Unglazed Polished,1600,3200,12,unconfirmed,unknown
1,OPTION-2533828502520d,monoforma-storm,,Silk,1600,3200,12,unconfirmed,unknown
1,OPTION-30aec13613ccd0,monoforma-silhouette,,Unglazed Polished,1600,3200,12,unconfirmed,unknown
1,OPTION-43dae51cd6c95b,monoforma-silhouette,,Silk,1600,3200,12,unconfirmed,unknown
1,OPTION-c4ccb686768bdb,arabescato-corchia,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-8c2b5aa14716ee,arabescato-corchia,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-d230d6b8f05105,arabescato-vagli,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-7dd97d71d573ad,arabescato-vagli,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-eeacf54d98c090,statuario,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-ff85a3b7c1a2fd,statuario,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-27f9f909eb04a7,bianco-gioia,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-f4356ad3d4d892,bianco-gioia,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-90191f47f76ee1,montagna-grey,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-d818a56b8b1478,montagna-grey,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-7576dcb41ac304,calacatta-corchia,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-e27bcf4101840c,calacatta-corchia,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-db5deba56ed37a,calacatta-carrara,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-4b6931b4e7ee7f,calacatta-carrara,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-32a914b305a6c3,ariel-bianco,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-23d1068a49eb4e,ariel-bianco,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-131366c2c97466,panda,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-45ab583555dc78,panda,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-158c7f9c03c2a0,calacatta-oro,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-35b1dad2f0cd45,calacatta-oro,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-d38c3e8737e9d3,calacatta-cremo,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-a716e197c17ba6,calacatta-cremo,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-90e894ac995640,bianco-stratura,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-2b9e823da8a17e,bianco-stratura,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-7555cac964f25b,colorado-lincoln,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-c66c1985fdda4b,colorado-lincoln,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-f0b6a262c9d801,fusion-white,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-729611a61319ca,fusion-white,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-04b67e89160bb4,gemma-bronze,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-68a5efd1f7b538,gemma-bronze,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-62bb24b6c1233e,calacatta-picasso,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-ff91dfc65a600b,calacatta-picasso,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-4dc2edef3703b7,calacatta-viola,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-a3a0c0a3e151bc,calacatta-viola,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-47395b04086e05,calacatta-borghini,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-edb975913425cf,calacatta-borghini,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-fc50cf7ceca549,cristallo,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-f99f75c8ab6433,cristallo,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-5428ccc5003fb1,taj-mahal,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-a70965e4708eae,taj-mahal,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-9f6c2b12ce7489,atlantic-ocean,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-0cdfde1c55daa2,atlantic-ocean,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-02765fe895e6ff,marina-white,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-20ece88c2c2883,marina-white,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-675c7c2424c1c6,super-white,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-ef258c8a13cb56,super-white,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-0b6b9afb39c6a5,grigio-quarzo,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-502977e41e1ef0,french-vanilla,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-cea7aeb5ece083,french-vanilla,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-9055418c2d95ce,forge-eleganza,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-56d64a1c3a79b6,forge-eleganza,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-9dcb2554b396bd,montagna-jade,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-8ceb5f468c5e4a,montagna-jade,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-385152b9529a93,verdi-alpi,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-d465391e2e87ed,verdi-alpi,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-479eb1160bbb1b,tuscano-burgundy,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-54d062b4fd74a3,macchia-vecchia,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-e388c6234ad1b1,macchia-vecchia,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-4d42b870a8683f,foresta,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-523173b7d712f9,foresta,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-5ea77b283240da,pietra-imperiale,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-4c4ca3592b38ac,pietra-imperiale,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-028b53ec1beaa4,oro-noir,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-bd8cf7911d85e8,oro-noir,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-e8337a1fd948d8,bianco-dior,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-e2b3786a11b328,bianco-dior,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-fd52a04d003803,sahara-noir,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-09d596eaac172d,sahara-noir,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-1c49d062673f50,armani-noir,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-1b1c68ef3f7d81,armani-noir,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-7687fdc7368299,calacatta-noir,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-f3a6748a8048f5,calacatta-noir,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-22717c96e67397,nero-marquina,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-d893ea8fd6774a,nero-marquina,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-caa9303d6c3925,crystal-bianco,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-bf3275c5e7190b,crystal-bianco,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-8064c72177c5cc,onyx-halo,,Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-673fff7f9831b9,onyx-halo,,Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-f3482718ea5653,travertino-classico,,Structured Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-68b076cab87795,travertino-classico,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-b30c1140c903e2,travertino-classico,,Grained,1600,3200,6,unconfirmed,unknown
1,OPTION-f755240feb489d,travertino-titanium,,Structured Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-c238f8384ca38f,travertino-titanium,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-18a2fcc87767f2,travertino-titanium,,Grained,1600,3200,6,unconfirmed,unknown
1,OPTION-295ef02878d25a,serena-flint,,Structured Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-dcbdcfc0257fb1,serena-flint,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-b1a18b194cee6d,serena-crater,,Structured Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-44691464e2c87a,serena-crater,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-a3bfb013214023,serena-shale,,Structured Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-3406e60a9b5f83,serena-shale,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-81b79e1f76c9ff,lithoform-crosscut-dunes,,Structured Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-b9aa5228a89e70,lithoform-crosscut-dunes,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-24a1f31cde873c,lithoform-crosscut-dunes,,Vintage,1600,3200,6,unconfirmed,unknown
1,OPTION-573f9b919a6bdf,lithoform-crosscut-coast,,Structured Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-12bc8197fdc1f8,lithoform-crosscut-coast,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-64308895c18098,lithoform-crosscut-coast,,Vintage,1600,3200,6,unconfirmed,unknown
1,OPTION-7e4756255ef6aa,lithoform-crosscut-vista,,Structured Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-5ebd42f9854bda,lithoform-crosscut-vista,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-a10c809ec613df,lithoform-crosscut-vista,,Vintage,1600,3200,6,unconfirmed,unknown
1,OPTION-3fb944999a3e58,lithoform-veincut-dunes,,Structured Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-3323dcaba15e5f,lithoform-veincut-dunes,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-f59a396d60f6b5,lithoform-veincut-coast,,Structured Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-10d5537b7c4727,lithoform-veincut-coast,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-d6bf113f72196a,lithoform-veincut-vista,,Structured Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-24c83c7b54bd4b,lithoform-veincut-vista,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-43f4b05934bd94,ceppo-di-gre,,Structured Honed,1600,3200,6,unconfirmed,unknown
1,OPTION-6fcb49249daf1e,ceppo-di-gre,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-8d3205fe179727,publica-thunder,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-b05a1cdb46efb4,publica-thunder,,Patinated,1600,3200,6,unconfirmed,unknown
1,OPTION-fe1310dcdccfe5,publica-horizon,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-5382da9111a358,publica-horizon,,Patinated,1600,3200,6,unconfirmed,unknown
1,OPTION-676ee3fc624cbd,publica-terrain,,Organic Matte,1600,3200,6,unconfirmed,unknown
1,OPTION-3e459bc61612d0,publica-terrain,,Patinated,1600,3200,6,unconfirmed,unknown
1,OPTION-3ce2a7266798a5,monoforma-moonlight,,Unglazed Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-3cebfd018b2409,monoforma-moonlight,,Silk,1600,3200,6,unconfirmed,unknown
1,OPTION-51b92bbbd692bf,monoforma-oasis,,Unglazed Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-c9dcbbc9933027,monoforma-oasis,,Silk,1600,3200,6,unconfirmed,unknown
1,OPTION-c0dd978538ca74,monoforma-storm,,Unglazed Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-4f2687bddcbb24,monoforma-storm,,Silk,1600,3200,6,unconfirmed,unknown
1,OPTION-a631b0ec1f0216,monoforma-silhouette,,Unglazed Polished,1600,3200,6,unconfirmed,unknown
1,OPTION-ca49422956e817,monoforma-silhouette,,Silk,1600,3200,6,unconfirmed,unknown
1,OPTION-2746005cca90a4,arabescato-corchia,,Polished,298,598,,unconfirmed,unknown
1,OPTION-b54c1fe80c54a6,arabescato-corchia,,Polished,598,598,,unconfirmed,unknown
1,OPTION-3772c134fd2679,arabescato-corchia,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-d678450ca5b88f,arabescato-corchia,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-17c129b1058ec6,arabescato-corchia,,Polished,898,898,,unconfirmed,unknown
1,OPTION-736d9f961d35c9,arabescato-corchia,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-0621bc84eb79e7,arabescato-corchia,,Honed,298,598,,unconfirmed,unknown
1,OPTION-38fc69608410d8,arabescato-corchia,,Honed,598,598,,unconfirmed,unknown
1,OPTION-4949ed35f4d07a,arabescato-corchia,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-a64b399c377189,arabescato-corchia,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-2e1763136e8039,arabescato-corchia,,Honed,898,898,,unconfirmed,unknown
1,OPTION-a5d9dc21f7b4a7,arabescato-corchia,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-ca527945864e8d,statuario,,Polished,298,598,,unconfirmed,unknown
1,OPTION-acd5921f7eda29,statuario,,Polished,598,598,,unconfirmed,unknown
1,OPTION-0eaccc9c005b37,statuario,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-2d56c1bc406dce,statuario,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-8c543077d8812f,statuario,,Polished,898,898,,unconfirmed,unknown
1,OPTION-f3c0c6b9376f0d,statuario,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-d63aaf97f5c6f0,statuario,,Honed,298,598,,unconfirmed,unknown
1,OPTION-7ce975d43b0d2f,statuario,,Honed,598,598,,unconfirmed,unknown
1,OPTION-819846db11ebf7,statuario,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-429069e73c9099,statuario,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-bb297bc2006eaa,statuario,,Honed,898,898,,unconfirmed,unknown
1,OPTION-92ae60e582d3f5,statuario,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-102a09c8f53105,statuario,,Vintage,298,598,,unconfirmed,unknown
1,OPTION-c05f9ed4eb2f8e,statuario,,Vintage,598,598,,unconfirmed,unknown
1,OPTION-7035cad26da7fd,statuario,,Vintage,598,1198,,unconfirmed,unknown
1,OPTION-9a3df1628a795a,bianco-gioia,,Polished,298,598,,unconfirmed,unknown
1,OPTION-0a2c75f785bb85,bianco-gioia,,Polished,598,598,,unconfirmed,unknown
1,OPTION-71807ce730ce21,bianco-gioia,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-39f9e4fa30584a,bianco-gioia,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-0cebb29f7053ab,bianco-gioia,,Polished,898,898,,unconfirmed,unknown
1,OPTION-7890710b847af1,bianco-gioia,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-29e09cb72182e4,bianco-gioia,,Honed,298,598,,unconfirmed,unknown
1,OPTION-15e0ae90f1b3b3,bianco-gioia,,Honed,598,598,,unconfirmed,unknown
1,OPTION-eaa0c43f79f7dc,bianco-gioia,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-e9ba71b901f75b,bianco-gioia,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-e615d247c818a6,bianco-gioia,,Honed,898,898,,unconfirmed,unknown
1,OPTION-ac4753275a50b9,bianco-gioia,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-07efa172b8b99b,bianco-gioia,,Vintage,298,598,,unconfirmed,unknown
1,OPTION-51e60c29b2c03f,bianco-gioia,,Vintage,598,598,,unconfirmed,unknown
1,OPTION-57ee22782e5dc9,bianco-gioia,,Vintage,598,1198,,unconfirmed,unknown
1,OPTION-0e9c003ce63ac6,bianco-gioia,,20mm,600,1200,,unconfirmed,unknown
1,OPTION-a3246b08e78226,bianco-gioia,,20mm,900,900,,unconfirmed,unknown
1,OPTION-c1065fd3fc7869,calacatta-corchia,,Polished,298,598,,unconfirmed,unknown
1,OPTION-09968d8e048c48,calacatta-corchia,,Polished,598,598,,unconfirmed,unknown
1,OPTION-045215f5cf0ae0,calacatta-corchia,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-005c8f675ee60d,calacatta-corchia,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-5edea99121090a,calacatta-corchia,,Polished,898,898,,unconfirmed,unknown
1,OPTION-17d5e305cfdcdd,calacatta-corchia,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-272ff281f23dfa,calacatta-corchia,,Honed,298,598,,unconfirmed,unknown
1,OPTION-79bfbe481b827d,calacatta-corchia,,Honed,598,598,,unconfirmed,unknown
1,OPTION-40a9c6a018bea4,calacatta-corchia,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-2c3a59c4a8cd79,calacatta-corchia,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-5447ab46e5a2bf,calacatta-corchia,,Honed,898,898,,unconfirmed,unknown
1,OPTION-5f092c37d55e71,calacatta-corchia,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-e67608d609fc72,ariel-bianco,,Polished,298,598,,unconfirmed,unknown
1,OPTION-716e9fde9143d1,ariel-bianco,,Polished,598,598,,unconfirmed,unknown
1,OPTION-157aae114a0c57,ariel-bianco,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-9681e61b939182,ariel-bianco,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-bd33ed5c91309c,ariel-bianco,,Polished,898,898,,unconfirmed,unknown
1,OPTION-8f431a8a007661,ariel-bianco,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-63a3e0ac1634bf,ariel-bianco,,Honed,298,598,,unconfirmed,unknown
1,OPTION-470a022f6fa1a6,ariel-bianco,,Honed,598,598,,unconfirmed,unknown
1,OPTION-092d57b49a4fce,ariel-bianco,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-0b44d40eb28bb4,ariel-bianco,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-194bd28cce1271,ariel-bianco,,Honed,898,898,,unconfirmed,unknown
1,OPTION-c3d6dd4578059d,ariel-bianco,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-7cb7b14621088c,calacatta-oro,,Polished,298,598,,unconfirmed,unknown
1,OPTION-879eefd745afe5,calacatta-oro,,Polished,598,598,,unconfirmed,unknown
1,OPTION-4c6385ee800176,calacatta-oro,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-14562d76e24219,calacatta-oro,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-ee4c1fe5c182d9,calacatta-oro,,Polished,898,898,,unconfirmed,unknown
1,OPTION-3bc270dd9bae88,calacatta-oro,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-3878c9afeff7ca,calacatta-oro,,Honed,298,598,,unconfirmed,unknown
1,OPTION-8ba52b8af2caef,calacatta-oro,,Honed,598,598,,unconfirmed,unknown
1,OPTION-185104a7b06771,calacatta-oro,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-97665c06431d2a,calacatta-oro,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-01be2c51b6d109,calacatta-oro,,Honed,898,898,,unconfirmed,unknown
1,OPTION-aa5df86282aab5,calacatta-oro,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-71e4ce2d14a8c0,calacatta-oro,,Vintage,298,598,,unconfirmed,unknown
1,OPTION-43f9e1097221b0,calacatta-oro,,Vintage,598,598,,unconfirmed,unknown
1,OPTION-8512d564765e48,calacatta-oro,,Vintage,598,1198,,unconfirmed,unknown
1,OPTION-c9df25876a8749,calacatta-cremo,,Polished,298,598,,unconfirmed,unknown
1,OPTION-5f4c416dfccff8,calacatta-cremo,,Polished,598,598,,unconfirmed,unknown
1,OPTION-a7efe137955639,calacatta-cremo,,Polished,598,1198,,unconfirmed,unknown
1,OPTION-6abb3d943e254d,calacatta-cremo,,Polished,1198,1198,,unconfirmed,unknown
1,OPTION-fd86d6af63511d,calacatta-cremo,,Polished,898,898,,unconfirmed,unknown
1,OPTION-811e6950303194,calacatta-cremo,,Polished,1198,2798,,unconfirmed,unknown
1,OPTION-5ad560f6612d7e,calacatta-cremo,,Honed,298,598,,unconfirmed,unknown
1,OPTION-5af4978015d451,calacatta-cremo,,Honed,598,598,,unconfirmed,unknown
1,OPTION-ee4eb7c113755e,calacatta-cremo,,Honed,598,1198,,unconfirmed,unknown
1,OPTION-92ea71daa815a8,calacatta-cremo,,Honed,1198,1198,,unconfirmed,unknown
1,OPTION-0b2361ba283951,calacatta-cremo,,Honed,898,898,,unconfirmed,unknown
1,OPTION-3d9755d8c32e7d,calacatta-cremo,,Honed,1198,2798,,unconfirmed,unknown
1,OPTION-e3aaec0d77b6cf,bianco-stratura,,Polished,298,598,,unconfirmed,unknown
